,Unnamed: 0,author,year,title,Big_numbers,Small_numbers,big-small-ratio,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
583,583,zhang,2012,Enhanced Hea.txt,0,0,,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
584,584,Zhang,2020,reconfigurable equilibrium.txt,6,1,0.7142857142857143,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
585,585,zhang,2020,Res.txt,12,2,0.7142857142857143,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
586,586,zhangetal,2012,Gascleaning.txt,0,11,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
587,587,zhangetal,2013,Theoretical.txt,0,0,,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
588,588,zhangetal,2017,Annual.txt,0,15,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
589,589,zhangetal,2020,Capacity.txt,0,4,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
590,590,zhangetal,2020,Discrete.txt,0,6,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
591,591,Zhao etal,2008,power and gas cogeneration.txt,0,4,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
592,592,zhao,2014,Calculations.txt,1,7,-0.75,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
593,593,zhaoetal,2009,Dynamic performance.txt,1,2,-0.3333333333333333,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
594,594,Zheng,2018,solar.txt,0,5,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
595,595,zhong,2019,Technology.txt,3,27,-0.8,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
596,596,zhou,2009,thermocapillary.txt,0,16,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
597,597,zhou,2012,Research.txt,2,3,-0.2,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
598,598,zhou,2018,Optimization analyses.txt,0,4,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
599,599,zhou,2020,Cross.txt,0,40,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
600,600,zhu,2012,Asimulation.txt,3,13,-0.625,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
601,601,zhu,2016,Performance.txt,0,6,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
602,602,zhu,2020,The influence.txt,0,2,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
603,603,Zhuetal,2020,aerolastic.txt,4,20,-0.6666666666666666,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
604,604,zishang,2012,Assessment.txt,1,9,-0.8,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
605,605,Zisisetal,2006,heat.txt,0,2,-1.0,30583.53,3.31,980.753,4.617,1212720.149,12222.242,1.845,588641.324
606,606,Zurigat,2007,Typical.txt,2,9,-0.6363636363636364,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
