,author,year,title,climate_damage_ratio,climate_conflict_ratio,climate_threat_ratio,adaptation_conflict_ratio,mitigation_damage_ratio,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
475,mccarthy,2011,Comparison of the perfor.txt,-0.268292683,0.818181818,0.25,0.6,0.304347826,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
476,wu etal,2010,thermoacoustic refrigeration.txt,0.594594595,0.988439306,0.869565217,1,0.466666667,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
477,jorge,2010,linear Fresnel.txt,0.5,1,0.621621622,-0.142857143,0.081081081,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
478,tiwari,2019,Entrans.txt,0.353159851,0.714285714,0.946188341,0.818181818,0.388888889,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
479,lisha etal,2018,Structural rec.txt,0.608695652,1,-0.151515152,-0.111111111,-0.073170732,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
480,Riffat etal,2013,experimental investigation.txt,0.843373494,1,0.685714286,0.863636364,0.5,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
481,tasi,2013,Control.txt,0.178571429,0.966527197,0.816901408,0.333333333,-0.24137931,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
482,li,2020,Analysis on.txt,0.836477987,0.961165049,0.75,0.125,-0.04,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
483,fritschi etal,2016,Efficiency.txt,0.502762431,0.982300885,0.74137931,0.533333333,0.339130435,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
484,su etal,2010,feasibility.txt,0.789473684,0.777777778,0.714285714,0,-0.033333333,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
485,klunne and michael,2010,Increasing.txt,0.090909091,0.473684211,0.839506173,0.840909091,0.097276265,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
486,srivastav etal,2009,energy.txt,0.509578544,0.909090909,0.793103448,1,-0.090909091,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
487,Jorge etal,2008,cogeneration ORC system.txt,0.805555556,0.964912281,0.842105263,0.777777778,-0.090909091,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
488,lee etal,2013,Rooftop photovoltaic.txt,0.214285714,-0.411764706,0.898989899,0.515151515,-0.333333333,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
489,azad,2012,heat pipe heat exchanger.txt,0.80876494,0.6,0.571428571,0.2,-0.6,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
490,jiang etal,2010,solar thermosyphon systems.txt,0.495327103,0.718592965,0.294117647,0.714285714,0.333333333,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
491,qingyang,2020,Energy.txt,0.616161616,0.931034483,0.803921569,-0.647058824,-0.538461538,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
492,tham,2011,Energy.txt,0.237113402,0.75,1,0,0.083333333,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
493,Liu etal,2009,comparative study.txt,0.504854369,0.965616046,0.728813559,0.897435897,0.303030303,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
494,Gupta,2009,Sustainable energy technologies.txt,0.25,0.978835979,-0.052631579,0.764705882,0.317073171,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
495,maslennikov etal,2010,Advanced.txt,0.135802469,0.924528302,0.881081081,1,0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
496,utlu,2019,Thermophotovoltaic.txt,0.746031746,0.95,0.800738007,-0.5,-0.274725275,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
497,marquiz,2013,analysis.txt,-0.055555556,0.895953757,0.782608696,0.692307692,0.125,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
498,sukarno,2020,Multistage.txt,0.893877551,0.68,0.873684211,0.642857143,-0.108108108,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
499,Ernest,2008,sun spot related climate variations.txt,0.652631579,0.913043478,-0.333333333,-0.703703704,-0.087378641,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
500,Iwaro etal,2014,assessment design.txt,0.045751634,0.973333333,0.937984496,0.333333333,0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
501,ana etal,2010,Performance simulation.txt,0.869822485,0.75,0.840909091,-0.2,-0.0625,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
502,Yee Chow,2009,zero carbon targets.txt,0.508196721,1,0.636363636,0.5,0.294117647,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
503,ivanova,2014,3D analysis of the incident diffuse irradiance.txt,0.859649123,0.948387097,0.759493671,0.44,-0.219512195,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
504,wongwatcharapa,2019,filtrative.txt,0.74137931,0.414634146,0.980487805,-0.6,-0.641025641,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
505,alayietal,2020,Technical and environmental.txt,0.719298246,1,0.906976744,0.833333333,0.058823529,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
506,Boukhanouf etal,2013,generation s.txt,0.75862069,0.991169978,0.862068966,0.2,-0.066666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
507,tamer,2013,Optimization.txt,0.443037975,0.986754967,0.909774436,0.333333333,0.043478261,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
508,Barros etal,2013,land use.txt,0.384615385,0.810810811,0.777777778,0.176470588,0.04,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
509,Prabhakant etal,2009,Energy payback time.txt,0.444444444,0.533333333,0.25,-1,-0.5,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
510,maheshwari,2009,Performance.txt,0.780821918,1,0.948275862,-0.052631579,0.636363636,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
511,kartal,2013,Comparison.txt,-0.319148936,0.930434783,0.9375,0.411764706,0.58974359,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
512,mortazavi etal,2019,Analysis.txt,-0.6,0.972413793,0.555555556,0.714285714,0.43902439,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
513,petra,2010,advancedzero.txt,-0.106796117,0.860465116,0.888888889,-0.6,1,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
514,song,2013,Control.txt,0.380530973,0.94047619,0.925925926,0.743589744,0.650793651,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
515,elsayed,2014,Numerical investigation.txt,0.563829787,0.867549669,0.555555556,0.555555556,0.034482759,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
516,law etal,2013,heat pump and an organic Rankine.txt,0.64516129,0.368421053,0.962264151,1,0.76,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
517,rodrigues,2013,Anovel.txt,0.803278689,0.986666667,0.918918919,0,-0.294117647,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
518,chen etal,2018,Performance.txt,0.887323944,0.965517241,0.967032967,-0.333333333,-0.75,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
519,hormazabal etal,2016,The performance.txt,0.78,0.985294118,0.913978495,-1,-0.931034483,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
520,assad,2020,Renewable.txt,0.823129252,0.357142857,0.875,-1,-1,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
521,fazeli,2013,Analysing.txt,-0.37037037,0.921052632,1,-1,0.314285714,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
522,wangetal,2012,Thermal.txt,0.691629956,0.954545455,0.980769231,0.111111111,0.26984127,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
523,wangetal,2019,Study.txt,0.545454545,0.978417266,-1,1,0.314285714,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
524,janchen etal,2012,"Preparation, hydrot.txt",0.818181818,0.986666667,0.947761194,0.833333333,0.529411765,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
525,Birnie etal,2013,effective air purification.txt,0.506849315,0.759036145,0.865724382,0.818181818,-0.310344828,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
526,igbum etal,2019,Feasibility stud.txt,0.3125,0.707317073,0.58974359,0.111111111,-0.238095238,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
527,Chen etal,2008,constructional entransy.txt,0.371681416,0.68,0.978494624,1,0.574468085,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
528,yadav,2012,On the suitability.txt,0.744680851,0.94011976,0.840277778,0.133333333,-0.05,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
529,cai and yan,2018,The plannin.txt,-0.882352941,0.5,0.869281046,0.181818182,-0.358974359,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
530,li etal,2012,Experimental study on the di.txt,0.808988764,0.811320755,0.8125,0,-0.12195122,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
531,ciampi etal,2014,energy and economic analyses.txt,0.747474747,0.958333333,0.847457627,0.5,-0.151515152,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
532,javed and fahlen,2011,Thermal response.txt,0.456790123,0.957219251,0.828571429,-0.2,-0.363636364,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
533,avgerinos ,2013,Computational study.txt,0.797752809,0.886178862,-0.585365854,0.25,-0.166666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
534,shang,2020,Ruralecotourism.txt,0.025641026,1,-0.066666667,0.75,0.7578125,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
535,Tufail,2020,confined rubberized concrete.txt,-0.782608696,0.937984496,0.409836066,-0.111111111,-0.210526316,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
536,Noro and Lazzarin,2017,heat pump system.txt,0.685950413,0.986206897,0.951515152,0.914893617,0.5,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
537,ricci etal,2014,development.txt,0.616438356,0.93814433,0.071428571,-0.166666667,-0.578947368,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
538,oleg,2010,autonomous energy systems.txt,0.272727273,0.958762887,0.961165049,0.6,-0.485714286,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
539,Bi etal,2009,Ecological.txt,0.864285714,0.837837838,0.887850467,0.666666667,0.142857143,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
540,li and yang,2010,Energy and exergy analysis.txt,0.81595092,0.961290323,0.901639344,0.416666667,0.361702128,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
541,corberan etal,2018,Dual source.txt,0.764210526,0.963963964,0.941747573,0,0.12,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
542,zhang,2020,Res.txt,-0.666666667,0.91011236,0.793103448,-0.222222222,-0.263157895,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
543,akyuz,2010,Energetic.txt,0.385964912,0.166666667,0.828220859,0.6,-0.454545455,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
544,Wang etal,2013,power and power density.txt,0.657142857,1,0.850746269,0.272727273,0.066666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
545,shakouri,2020,Thermodynamic.txt,0.126984127,0.941176471,0.756756757,1,-0.444444444,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
546,zhan,2010,Numerical.txt,0.929961089,1,0.798561151,0.454545455,-0.352941176,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
547,Azad,2008,Split heat pipe heat.txt,0.825641026,0.849056604,0.933054393,0.666666667,-0.466666667,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
548,shuai,2018,Whatdo.txt,-0.739130435,0.90647482,1,,1,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
549,wangabdullah,2011,Investigating.txt,0.696750903,0.913043478,-0.2,0.894736842,0.666666667,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
550,oyieke,2019,Multilayered.txt,0.737864078,0.827586207,0.917525773,0.7,-0.074074074,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
551,lin,2016,Stratum ventilation a low c.txt,0.543726236,0.974683544,0.375,-0.2,0.027027027,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
552,jasen and marchetti,2012,Kinetic study of.txt,-0.111111111,1,0.95959596,-1,-0.739130435,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
553,ranjan,2016,Energy.txt,0.444816054,0.972222222,0.922705314,0.538461538,0.371428571,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
554,bANSAL,2009,evaporative cooling.txt,0.866666667,0.944444444,0.910828025,0.846153846,0.181818182,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
555,jradi and riffat,2012,Medium temper.txt,0.693693694,0.970149254,0.272727273,0.285714286,0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
556,Jarimi etal,2018,solar thermal.txt,0.777777778,0.96626506,0.770491803,0,-0.142857143,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
557,lee etal,2013,high rise.txt,0.333333333,0.941176471,0.823529412,0.416666667,-0.206896552,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
558,man etal,2010,Operation.txt,0.904761905,0.913043478,0.952380952,0.5,0.142857143,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
559,khzouz etal,2011,Characterizatio.txt,0.3,0.906542056,0.384615385,-0.333333333,-0.674418605,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
560,aleknaviviute,2016,Towards clean.txt,0.384615385,0.96875,0.912727273,0.2,-0.413043478,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
561,rodrigues,2016,Investigating.txt,0.2875,0.75,0.5,0.666666667,0.208333333,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
562,reay,2013,are the process industries.txt,0.632352941,0.75,-0.555555556,0.5,0.576923077,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
563,bhattacharyya etal,2010,adiabatic capillary tube in a transcritical CO2 system.txt,0.3125,0.833333333,1,0.666666667,0.555555556,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
564,gharghani,2020,An experimental.txt,0.286821705,0.992366412,0.962264151,1,0.466666667,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
565,nygard,2012,Review.txt,0.280898876,0.962441315,0.874125874,-0.333333333,-0.230769231,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
566,Boncini etal,2008,Double Light Pipe.txt,0.238095238,0.902439024,-0.428571429,0.326530612,0.240310078,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
567,guo etal,2012,Numerical.txt,0.05952381,0.878787879,0.872340426,0.555555556,0.045454545,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
568,sicre,2015,High.txt,0.748502994,0.926289926,0.625,0.5,-0.263157895,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
569,Embaye etal,2014,effect of flow pulsation.txt,0.817142857,0.87037037,0.3,0.647058824,0.416666667,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
570,papadak,2013,Aparametric.txt,0.756097561,0.783783784,0.971326165,0.538461538,-0.409090909,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
571,Rojas,2013,Atrium building design.txt,0.559322034,1,0.485714286,0.428571429,0.538461538,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
572,taha,2013,Meteorological.txt,0.252225519,0.975609756,0.843478261,0.739130435,0.353383459,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
573,auid etal,2013,Organic Rankine cycles.txt,0.744493392,0.914529915,0.978835979,0.5,0.083333333,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
574,bottarelli,2019,Testing of a dualsource heat pump.txt,0.848101266,0.96013289,0.932885906,0,0.444444444,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
575,gurler,2020,longterm monitoring.txt,0.705722071,0.857142857,0.291666667,0.272727273,-0.555555556,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
576,Guo etal,2018,Surrounding rock control.txt,-0.953846154,0.952380952,0.95951417,0.882352941,0.259259259,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
577,busato etal,2012,Energy and economic.txt,0.648648649,0.988439306,0.718309859,0.555555556,-0.166666667,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
578,mohan,2009,The performance.txt,0.561290323,1,0.890909091,0,-0.636363636,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
579,Maheshwari etal,2009,performance analysis.txt,0.894736842,0.926829268,0.958041958,-0.333333333,-0.555555556,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
580,kler etal,2010,combined technolo.txt,0.580952381,0.636363636,0.917431193,0.6,0.034482759,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
581,darkwa and fraser,2012,Performance of an integrated solar absorption cooling system.txt,0.830508475,0.95959596,0.958762887,0.666666667,0.090909091,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
582,chen etal,2010,Development of photovoltaic thermal.txt,0.668789809,1,0.771428571,-0.076923077,-0.090909091,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
583,riffat,2017,Overview.txt,0.702857143,0.991341991,1,1,0.777777778,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
584,wangetal,2019,Research.txt,-0.631578947,0.333333333,-1,0.935483871,0.636363636,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
585,Gao etal,2013,A comparativ.txt,-0.117647059,0.953846154,-0.5,0.966666667,0.666666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
586,yi etal,2009,atriums in subtropical climate.txt,0.318181818,0.989528796,0.692307692,0.333333333,0.111111111,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
587,Lazzarin etal,2013,annual air conditioning.txt,0.698324022,0.625,0.882352941,0.666666667,-0.142857143,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
588,yali,2014,Simulation.txt,-0.714285714,0.709090909,0.897435897,0.6,-0.641025641,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
589,arslan,2013,Characterization.txt,0.850931677,0.985074627,0.529411765,0.571428571,0.435897436,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
590,Ajay,2009,simultaneous.txt,0.563318777,0.935483871,0.6,0.578947368,0.583333333,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
591,trevor,2016,Design.txt,0.726829268,1,0.904761905,,0.684210526,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
592,lian etal,2016,Simultaneous synthes.txt,0.717073171,0.692307692,-0.235294118,-0.428571429,-0.625,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
593,chen etal,2016,Theoretical.txt,0.804511278,0.941605839,0.988372093,1,1,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
594,cuce and cuce,2013,Theoretical investigation of hot box solar coo.txt,0.551515152,0.523809524,0.88372093,1,0.090909091,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
595,mohan ,2011,Parametric.txt,0.841924399,0.631578947,-0.066666667,0.787234043,0.674418605,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
596,suetal,2018,Nanosilicon.txt,0.28,0.93814433,-0.043478261,-0.375,-0.23943662,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
597,opubo,2013,Ahigh.txt,0.406896552,1,0.954545455,0.931034483,0.176470588,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
598,ghabra,2017,The impac.txt,0.433962264,0.967741935,0.982608696,0.2,0.733333333,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
599,awogbemi etal,2020,Optimization of FAME.txt,-0.295454545,0.93258427,0.047619048,0.6,0.018867925,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
600,dayma etal,2013,Energetic and exergetic analyses of a transcritical N2O heat pump system.txt,0.695652174,0.939393939,0.971830986,0.75,-0.466666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
601,Lazzarin,2007,Solar cooling plants.txt,0.793814433,1,0.939393939,1,-0.058823529,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
602,symes,2013,enhanced.txt,0.142857143,0.764705882,-0.411764706,0.636363636,-0.26984127,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
603,ana etal,2019,Energy assessment.txt,0.686956522,0.881578947,0.085106383,-0.047619048,-0.505154639,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
604,Gennaro,2014,climatechangeAndRespiratory.txt,0.032820513,0.837398374,0.76,0.473684211,0.355371901,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
605,awogbemi etal,2019,Comparative stud.txt,-0.247524752,0.428571429,0.906976744,1,0.5,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
606,bwapwa etal,2019,Jet fuel.txt,-0.025,0.897959184,0.942028986,1,0.294117647,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
