,Unnamed: 0,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,coal_co2,cumulative_coal_co2,coal_co2_per_capita,gdp
185,185,gordeeva etal,2012,Composites.txt,0.0323869004685885,0.065677598710717,0.023376825100963,0.5817469199176613,0.3050585417062604,0.432456807331664,0.5817469199176613,0.3050585417062604,0.432456807331664,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
186,186,goshayeshi and chaer,2016,Comparison.txt,0.0285597719557256,0.0351150289017341,0.0095663265306122,0.3146445661175842,-0.6024434118673945,-0.5109595947674611,0.3146445661175842,-0.6024434118673945,-0.5109595947674611,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
187,187,graham etal,2012,Degradati.txt,0.0145255959318459,-0.0102521634615384,0.0015978695073235,-0.6648264490375253,-1.949542689027022,-1.0552971519452798,-0.6648264490375253,-1.949542689027022,-1.0552971519452798,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
188,188,guo etal,2012,Numerical.txt,0.0188374977157728,0.0303910480349345,0.0156210632401108,-0.3638908750240798,-0.7427137455487312,-0.0973512161100938,-0.3638908750240798,-0.7427137455487312,-0.0973512161100938,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
189,189,Guo etal,2018,Surrounding rock control.txt,0.0181885143081523,0.0354930294906166,0.0290972003774771,-0.409184623370916,-0.5912193467770936,0.8232244421520123,-0.409184623370916,-0.5912193467770936,0.8232244421520123,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
190,190,guohui gan,2013,Dynami.txt,0.0132218852949985,0.0243445283018868,0.0064193092823212,-0.7558148176292179,-0.9222545532870128,-0.7259371840704658,-0.7558148176292179,-0.9222545532870128,-0.7259371840704658,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
191,191,gupta etal,2019,analysis of.txt,0.0233114540819518,0.0829609077598829,0.0364867817347607,-0.0516452129855868,0.8182561171838688,1.3280181120977133,-0.0516452129855868,0.8182561171838688,1.3280181120977133,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
192,192,gUPTA,2009,Moving towards.txt,0.034964605604695,0.0885977645305514,0.0328861256544502,0.7616497130803432,0.9856327011350334,1.0820517563445922,0.7616497130803432,0.9856327011350334,1.0820517563445922,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
193,193,Gupta,2009,Sustainable energy technologies.txt,0.0273420825206539,0.1213598901098901,0.0460176991150442,0.2296597757683711,1.958446608875752,1.979089739802366,0.2296597757683711,1.958446608875752,1.979089739802366,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
194,194,gurler etal,2018,Experimental investigation.txt,0.0139462729928361,0.0365099778270509,0.0148107515085024,-0.7052584648686657,-0.5610228479955544,-0.1527048570028196,-0.7052584648686657,-0.5610228479955544,-0.1527048570028196,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
195,195,gurler,2020,longterm monitoring.txt,0.0046918241215613,0.0433464171974522,0.0242604282708256,-1.3511435111460537,-0.3580267608568527,0.4928170991161155,-1.3511435111460537,-0.3580267608568527,0.4928170991161155,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
196,196,haghighi and maerefat,2014,Design.txt,0.0106905225081112,0.0210364648573417,0.0134052163776774,-0.932483292812908,-1.0204817003244953,-0.2487191239311443,-0.932483292812908,-1.0204817003244953,-0.2487191239311443,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
197,197,hamdy etal,2010,simulation based optimisation.txt,0.0198842229199372,0.0669795604395604,0.014910536779324,-0.2908379935035082,0.3437180137267115,-0.1458883716528198,-0.2908379935035082,0.3437180137267115,-0.1458883716528198,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
198,198,harikrishnan,2011,Effect of.txt,0.0256890521456604,0.0587025477707006,0.022379269729093,0.1142917387192289,0.0979466269064713,0.3643122653348482,0.1142917387192289,0.0979466269064713,0.3643122653348482,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
199,199,harper etal,2019,Assessing socially.txt,0.0510558482675171,0.0700417910447761,0.0384864165588615,1.8846872009416709,0.4346455853901889,1.46461624298021,1.8846872009416709,0.4346455853901889,1.46461624298021,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
200,200,Harrison and Jiang,2017,energy performance.txt,0.026279487356615,0.0707785597381341,0.014516458801881,0.1554993004936428,0.4565226406487332,-0.1728084445040622,0.1554993004936428,0.4565226406487332,-0.1728084445040622,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
201,201,hegazy and helmi,2020,Spatial monitorin.txt,0.0111364272047091,0.0616447136563876,0.0352554526441589,-0.9013627820614366,0.1853090871212512,1.2439041277590548,-0.9013627820614366,0.1853090871212512,1.2439041277590548,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
202,202,hegazy and qurnfulah,2020,Thermal comfo.txt,0.0345158951246395,0.0634155455904335,0.0309480923530375,0.7303333815292152,0.237890838251515,0.9496617202388444,0.7303333815292152,0.237890838251515,0.9496617202388444,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
203,203,hegazy etal,2017,The living building.txt,0.041750096294968,0.0957339743589743,0.0535951572419902,1.2352216166547665,1.1975299467161886,2.4967175608954757,1.2352216166547665,1.1975299467161886,,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
204,204,hegazy etal,2017,Towards.txt,0.0451619899119899,0.0599259459459459,0.0493960699477194,1.4733439616345727,0.1342732918751765,2.209871448347023,1.4733439616345727,0.1342732918751765,2.209871448347023,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
205,205,hegazy,2020,Toward efficient energy con.txt,0.0225680615680615,0.1059245098039217,0.0257893468305615,-0.1035279468917248,1.5001200391740932,0.5972598778746857,-0.1035279468917248,1.5001200391740932,0.5972598778746857,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
206,206,hemmingway and long,2012,Thermal re.txt,-0.0032334083465035,0.0390582539682539,0.0030482641828958,-1.904260094380262,-0.4853562535029965,-0.9562184605076126,-1.904260094380262,-0.4853562535029965,-0.9562184605076126,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
207,207,herdt etal,2016,Newly invented biobased.txt,0.0058828308211669,0.0139899665551839,0.0140747895680971,-1.2680209580916917,-1.2297151193409184,-0.2029795492858113,-1.2680209580916917,-1.2297151193409184,-0.2029795492858113,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
208,208,Hessami,2008,rural residential building.txt,0.0148128473029069,0.0306893638170974,0.0072041166380789,-0.644778646335101,-0.733855781156774,-0.67232578632561,-0.644778646335101,-0.733855781156774,-0.67232578632561,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
209,209,hormazabal etal,2016,The performance.txt,0.0264027177582928,0.0373561896400351,0.0140105078809106,0.1640997773883286,-0.535896071084455,-0.2073707302223566,0.1640997773883286,-0.535896071084455,-0.2073707302223566,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
210,210,hsieh and cheng,2020,Effects o.txt,0.0152016982468156,0.0547621755253399,0.0082404265632573,-0.6176400221560797,-0.0190558219328026,-0.6015338611759685,-0.6176400221560797,-0.0190558219328026,-0.6015338611759685,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
211,211,hu etal,2016,Removal of carbon dioxi.txt,0.0227250026646333,0.0326051136363636,0.0183520599250936,-0.0925747384584578,-0.6769709473745215,0.0892073685468281,-0.0925747384584578,-0.6769709473745215,0.0892073685468281,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
212,212,huang etal,2011,Design analysis of a F.txt,0.0223439889298098,0.0241223880597014,0.0020331106593087,-0.1191663893683957,-0.928850618507002,-1.0255651593195494,-0.1191663893683957,-0.928850618507002,-1.0255651593195494,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
213,213,huang etal,2020,Comparative investig.txt,0.030742227989147,0.0882490610328639,0.0241510359200686,0.4669621958059451,0.97527856182845,0.4853443393571125,0.4669621958059451,0.97527856182845,0.4853443393571125,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
214,214,hui and ma,2016,Analysis of environmental.txt,0.0194493046882324,0.0671434731934732,0.0252491694352159,-0.3211917386177553,0.3485851157185021,0.5603595290410585,-0.3211917386177553,0.3485851157185021,0.5603595290410585,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
215,215,hundt and reddy,2011,Algal biodiesel product.txt,0.033103872053872,0.0620554022988506,0.0287428142964258,0.6317856885122731,0.1975037666810871,0.7990157838015313,0.6317856885122731,0.1975037666810871,0.7990157838015313,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
216,216,hyde,2016,Development.txt,0.0450578442957269,0.0707670918367347,0.0472258064516129,1.4660754470946766,0.4561821214126745,2.0616174104008795,1.4660754470946766,0.4561821214126745,2.0616174104008795,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
217,217,Ibrahim etal,2009,analysis of sola.txt,0.01210303854431,0.0601939655172413,0.0159908623643632,-0.8339011948297811,0.1422316633755666,-0.0720896690685876,-0.8339011948297811,0.1422316633755666,-0.0720896690685876,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
218,218,Ibrahim Rizk Hegazy,2020,nano aerogel glazing.txt,0.0197647003904767,0.088168944099379,0.0245433789954337,-0.2991796911610901,0.9728996298830568,0.5121458983786042,-0.2991796911610901,0.9728996298830568,0.5121458983786042,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
219,219,igbum etal,2019,Feasibility stud.txt,0.015134215029113,0.0361984761904761,0.0059320100387862,-0.6223498003173845,-0.5702723432277894,-0.7592253450111857,-0.6223498003173845,-0.5702723432277894,-0.7592253450111857,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
220,220,Igunnu etal,2012,Produced wate.txt,0.0215735487200494,0.0297925579103006,0.0119064493267186,-0.1729368318287358,-0.7604848610241108,-0.351102206742927,-0.1729368318287358,-0.7604848610241108,-0.351102206742927,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
221,221,ikedi etal,2016,Numerical asse.txt,0.0186357897153351,0.0836814049586777,0.0133928571428571,-0.3779684482009728,0.8396500189250252,-0.2495634022739885,-0.3779684482009728,0.8396500189250252,-0.2495634022739885,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
222,222,indartono etal,2016,Improving photovoltaics.txt,0.0249153291153291,0.0935821538461538,0.0254686947293951,0.0602921821597275,1.1336354073718395,0.5753556395832865,0.0602921821597275,1.1336354073718395,0.5753556395832865,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
223,223,inyang,2020,Reactive.txt,0.0181666255211762,0.0573511520737326,0.0291956689868522,-0.4107122821635364,0.0578192998291183,0.8299509843331747,-0.4107122821635364,0.0578192998291183,0.8299509843331747,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
224,224,ismail,2012,energy eff.txt,0.0320660552897395,0.1189267734553776,0.015228426395939,0.5593545434432446,1.886199473538538,-0.1241728429306728,0.5593545434432446,1.886199473538538,-0.1241728429306728,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
225,225,ivanova,2014,3D analysis of the incident diffuse irradiance.txt,0.01133756362841,0.0499897637795275,0.006282722513089,-0.8873251002786364,-0.1607642256976456,-0.7352676363888232,-0.8873251002786364,-0.1607642256976456,-0.7352676363888232,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
226,226,iwaro etal,2014,An integrated approac.txt,0.0262871950874968,0.0435229376257545,0.0478160919540229,0.156037237240237,-0.3527852960673667,2.1019407211096297,0.156037237240237,-0.3527852960673667,2.1019407211096297,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
227,227,Iwaro etal,2014,assessment design.txt,0.0125278095754136,0.0530434636401849,0.029585798816568,-0.8042556415507339,-0.0700899595448148,0.856601353139711,-0.8042556415507339,-0.0700899595448148,0.856601353139711,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
228,228,iwaro etal,2015,Validation of integrate.txt,0.0526947950121675,0.0819690404797601,0.0478808899416293,1.999072315467555,0.7888043564182327,2.106367171322083,1.999072315467555,0.7888043564182327,2.106367171322083,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
229,229,jahnke etal,2013,First cycle simulations of t.txt,0.0177599358472852,0.0504032702237521,0.0145429362880886,-0.43909590419174,-0.1484858764523266,-0.1709997266907701,-0.43909590419174,-0.1484858764523266,-0.1709997266907701,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
230,230,jain and hindoliya,2016,Energy saving.txt,0.024333878993446,0.090145251396648,0.0325996099191975,0.0197117063146329,1.0315826118555476,1.0624794257209025,0.0197117063146329,1.0315826118555476,1.0624794257209025,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
231,231,jan etal,2013,climate necessity.txt,0.0203062570674707,0.0659766051011433,0.0374299136232762,-0.2613834523739489,0.3139370125003991,1.3924449022266694,-0.2613834523739489,0.3139370125003991,1.3924449022266694,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
232,232,janchen etal,2012,"Preparation, hydrot.txt",0.014792551685075,0.0301928348909657,0.0108532934131736,-0.646195114916312,-0.7485993375162887,-0.4230449072721514,-0.646195114916312,-0.7485993375162887,-0.4230449072721514,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
233,233,jareemit and canyookt,2020,Residential.txt,0.0179528519757777,0.1373556040756915,0.0450495881660783,-0.4256319319647399,2.43341130469474,1.9129565916286289,-0.4256319319647399,,1.9129565916286289,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
234,234,jarimi etal,2018,Materials characterizatio.txt,0.0507575757575757,0.0652,0.041860465116279,1.863870212640536,0.2908770849207576,1.6951026902530328,1.863870212640536,0.2908770849207576,1.6951026902530328,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
235,235,jarimi etal,2018,Materials characterization.txt,0.0407894736842105,0.0961921052631578,0.056,1.1681779938486505,1.2111333411014624,2.660996069076665,1.1681779938486505,1.2111333411014624,,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
236,236,Jarimi etal,2018,solar thermal.txt,0.0276580171576238,0.0637982921348315,0.0244964008704871,0.251709436473,0.2492558261741822,0.508936750396816,0.251709436473,0.2492558261741822,0.508936750396816,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
237,237,jarimi etal,2020,Review of sustainable method.txt,0.0316255456920014,0.0654019986675548,0.0182953077916487,0.5286105665864668,0.2968750813775669,0.0853305430091182,0.5286105665864668,0.2968750813775669,0.0853305430091182,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
238,238,jasen and marchetti,2012,Kinetic study of.txt,0.0252012216152439,0.0385401372212692,0.0201325804075619,0.0802451467399287,-0.5007408223729085,0.2108374616877329,0.0802451467399287,-0.5007408223729085,0.2108374616877329,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
239,239,javed and fahlen,2011,Thermal response.txt,0.0091249475600979,0.0169206766917292,0.0086906141367323,-1.0417476543987096,-1.1426928175221984,-0.5707808555061179,-1.0417476543987096,-1.1426928175221984,-0.5707808555061179,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
240,240,JENKINS,2009,cooling loads.txt,0.0199248905773802,0.0871296680497925,0.0420743639921722,-0.2879997227242403,0.9420401487858618,1.709714451506995,-0.2879997227242403,0.9420401487858618,1.709714451506995,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
241,241,ji etal,2014,Approach of a solar buil.txt,0.0256866855042925,0.0994338521400777,0.0302547770700636,0.114126566455521,1.30739133387442,0.9023002867285648,0.114126566455521,1.30739133387442,0.9023002867285648,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
242,242,jian yao,2012,Effect.txt,0.0394250681785085,0.1393865443425076,0.0395163668534355,1.072953618475332,2.4937165169608004,1.5349737319802064,1.072953618475332,,1.5349737319802064,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
243,243,Jiang etal,2009,utilizing bent heat pipes.txt,0.0359108578496333,0.0745989795918366,0.051660516605166,0.8276904015657598,0.5699633134185873,2.364559282926725,0.8276904015657598,0.5699633134185873,,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
244,244,jiang etal,2010,solar thermosyphon systems.txt,0.0122974431445505,0.0401293978748524,0.0113065326633165,-0.8203333394156559,-0.4535505122360779,-0.3920834368747009,-0.8203333394156559,-0.4535505122360779,-0.3920834368747009,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
245,245,jiang etal,2012,Current development o.txt,0.0515552372590536,0.091770796460177,0.0361811391223155,1.9195404792292745,1.0798503239620385,1.307139195070037,1.9195404792292745,1.0798503239620385,1.307139195070037,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
246,246,jiang etal,2013, Design and performan.txt,0.0135586173815669,0.0397123028391167,0.0062484979572218,-0.7323136645793163,-0.4659354184177822,-0.7376055684479147,-0.7323136645793163,-0.4659354184177822,-0.7376055684479147,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
247,247,john raftery,2009,Sustainable.txt,0.0558332228995494,0.0851959183673469,0.0190023752969121,2.218108983072012,0.8846208406089024,0.1336314119791111,2.218108983072012,0.8846208406089024,0.1336314119791111,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
248,248,Jorge and Armando C. Oliveira,2006,solar.txt,0.0168535856907949,0.0416687338501292,-0.0020477815699658,-0.5023517523692866,-0.4078426279350894,-1.3043371851580594,-0.5023517523692866,-0.4078426279350894,-1.3043371851580594,30583.53,4.617,3.31,980.753,1212720.149,12222.242,588641.324,1.845,
249,249,Jorge etal,2008,cogeneration ORC system.txt,0.0175347006868352,0.024210998552822,0.007125890736342,-0.4548154812356059,-0.926219485192081,-0.6776695180085477,-0.4548154812356059,-0.926219485192081,-0.6776695180085477,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
250,250,jorge,2009,water absorption.txt,0.0499929160793986,0.0390316860465116,0.0201474201474201,1.81050320413516,-0.4861451413823279,0.2118511871454888,1.81050320413516,-0.4861451413823279,0.2118511871454888,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
251,251,jorge,2010,linear Fresnel.txt,0.0240272472625413,0.0397625386996903,-0.0018470631695603,-0.0016886874268253,-0.4644437525698182,-1.2906258024602506,-0.0016886874268253,-0.4644437525698182,-1.2906258024602506,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
252,252,joshi etal,2010,Analysis of energy and exergy.txt,0.0160938144197072,0.0865005952380953,0.024808299503834,-0.5553775899326551,0.9233609340102938,0.5302430258359558,-0.5553775899326551,0.9233609340102938,0.5302430258359558,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
253,253,jouhara,2009,wraparound.txt,0.009876528894386,0.0352919913419913,0.0254102699841185,-0.9892934076218268,-0.597188822307475,0.5713645553583708,-0.9892934076218268,-0.597188822307475,0.5713645553583708,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
254,254,jradi and riffat,2012,Medium temper.txt,0.0448443548475034,0.1118750629722921,0.0297786720321931,1.4511756249590146,1.6768112879431298,0.869776819196887,1.4511756249590146,1.6768112879431298,0.869776819196887,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
255,255,jradi,2014,Micro scale ORC based.txt,0.0247235946420729,0.0485531884057971,0.0133670520231213,0.0469106798299199,-0.203420814010222,-0.2513261896992815,0.0469106798299199,-0.203420814010222,-0.2513261896992815,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
256,256,kalogirus,2013,Building integration.txt,0.0626387946630484,0.0964654228855721,0.0289493386573496,2.693082381764109,1.2192490289456874,0.8131237805936812,,1.2192490289456874,0.8131237805936812,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
257,257,Kan and Hu,2015,composite building.txt,0.0150494369069788,0.0747005586592178,0.0290846877673225,-0.6282666217402045,0.5729795258204494,0.8223696865041347,-0.6282666217402045,0.5729795258204494,0.8223696865041347,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
258,258,kan etal,2009,Ecological.txt,0.0248106722128726,0.0494550122249388,0.001039501039501,0.0529879840138891,-0.1766427360290364,-1.093440160923221,0.0529879840138891,-0.1766427360290364,-1.093440160923221,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
259,259,kan etal,2010,Exergoeconomic performance.txt,0.0150183062588365,0.0764129629629628,0.0278284671532846,-0.6304392870599522,0.6238263708557037,0.7365553239088082,-0.6304392870599522,0.6238263708557037,0.7365553239088082,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
260,260,Karlessi etal,2013,thermo.txt,0.0084537153241803,0.0159237467018469,0.0128428093645484,-1.0885941894856537,-1.172294906582407,-0.2871380121514782,-1.0885941894856537,-1.172294906582407,-0.2871380121514782,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
261,261,kartal,2013,Comparison.txt,0.0533545970031771,0.1096632860040567,0.0396412037037037,2.0451211126919766,1.6111364467210796,1.5435015292591694,2.0451211126919766,1.6111364467210796,1.5435015292591694,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
262,262,kasaeian etal,2017,Investigation of the eff.txt,0.0171947833311469,0.0380186147186147,0.005596362364463,-0.4785389400890761,-0.5162265191892975,-0.7821539539726805,-0.4785389400890761,-0.5162265191892975,-0.7821539539726805,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
263,263,kepekci etal,2020, Three dimension.txt,0.0041630116959064,0.0257028508771929,0.0022333891680625,-1.3880503051396276,-0.8819215446958562,-1.0118838262971543,-1.3880503051396276,-0.8819215446958562,-1.0118838262971543,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
264,264,kesten etal,2010,daylight performance.txt,0.0052212056154927,0.0437068359374999,-0.0004732607666824,-1.3141970008284551,-0.3473247579578119,-1.1967792469926055,-1.3141970008284551,-0.3473247579578119,-1.1967792469926055,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
265,265,Khaled Saleh,2008,Chilean climate.txt,0.0641254115397634,0.0777762962962963,0.0293733681462141,2.796836114003546,0.6643081651257836,0.8420898872646789,,0.6643081651257836,0.8420898872646789,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
266,266,Khandelwal etal,2007,hybrid photovoltaic.txt,0.0042894146925446,0.0546835182250396,0.0023148148148148,-1.3792284069943277,-0.0213914126285937,-1.0063215151100298,-1.3792284069943277,-0.0213914126285937,-1.0063215151100298,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
267,267,khennich etal,2013,Comparison of combined.txt,0.0264900155093525,0.0558182320441988,-0.0031662269129287,0.1701924483585172,0.012301925793864,-1.3807399070458737,0.1701924483585172,0.012301925793864,-1.3807399070458737,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
268,268,khodaee etal,2019,Assessment of the level.txt,0.0139307170100311,-0.0204662387676508,-0.0383509108341323,-0.7063441455843599,-2.252831756411694,-3.784259790477112,-0.7063441455843599,-2.252831756411694,,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
269,269,khoshbazan etal,2018,Thermo economic analy.txt,0.0224889332457425,0.0905999999999999,0.0069169960474308,-0.1090504583706619,1.045085574744664,-0.6919394355518088,-0.1090504583706619,1.045085574744664,-0.6919394355518088,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
270,270,khzouz etal,2011,Characterizatio.txt,0.014740859867028,0.0475118380062305,0.0304449648711943,-0.649802782185949,-0.234341889295051,0.9152923079906398,-0.649802782185949,-0.234341889295051,0.9152923079906398,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
271,271,kilavuz and dogan,2020,Economic growt.txt,0.038662238571055,0.0670762479871175,0.0174667568176695,1.01971433397929,0.3465889810191464,0.02873095141253,1.01971433397929,0.3465889810191464,0.02873095141253,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
272,272,Kim etal,2009,cooling effect and potable water.txt,0.0206602266612859,0.0245279661016949,0.0127256584788398,-0.2366792619178589,-0.9168076892724508,-0.2951407693680214,-0.2366792619178589,-0.9168076892724508,-0.2951407693680214,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
273,273,kim,2013,the investigation of an openi.txt,0.0134009706226687,0.0451788679245282,0.0383088063536556,-0.7433161224871525,-0.3036153476464288,1.4524834166439358,-0.7433161224871525,-0.3036153476464288,1.4524834166439358,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
274,274,kiyota etal,2013,Analysis of greenhouse gase.txt,0.0011254344998187,0.0309192118226601,0.0085865257595772,-1.6000484170915914,-0.7270308474101408,-0.5778912926692464,-1.6000484170915914,-0.7270308474101408,-0.5778912926692464,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
275,275,kizilors and aydin,2020,Effect of therm.txt,0.0235254345061466,0.0597827893175074,0.0082342177493138,-0.0367111247318293,0.1300225066569521,-0.6019579948075036,-0.0367111247318293,0.1300225066569521,-0.6019579948075036,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
276,276,kler etal,2010,combined technolo.txt,0.0132505364036777,0.0234507853403141,0.0027322404371584,-0.7538152039393482,-0.9487926843633312,-0.9778065287198292,-0.7538152039393482,-0.9487926843633312,-0.9778065287198292,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
277,277,klunne and michael,2010,Increasing.txt,0.031631014549097,0.0348254854368931,0.0233629483382691,0.5289922482044059,-0.6110408976688136,0.4315088643253531,0.5289922482044059,-0.6110408976688136,0.4315088643253531,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
278,278,knez etal,2014,A sustainable transport.txt,0.0218576212565397,0.0526618968386023,0.021030494216614,-0.1531108858508328,-0.0814199170719249,0.2721753352493485,-0.1531108858508328,-0.0814199170719249,0.2721753352493485,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
